uuid,url,title,page,status,text,canvas
d8bd85a0-d757-47e5-8f54-579cffb9ec1b,https://honkoku.org/app/#/transcription/A3D8F9235CA4220A24F49A751767D19D/1/,大地震大津浪世直し万歳,1,completed,"ころは嘉永七とらどし六月十四日のねうしのニてやつどきごろ
おわり，いせ，あふみ，みの四かこくおゝじじしんのしだい，とうかいどう
すじなるみじやく，みやじやく，なごや，かいどう

【ここに翻刻する資料は画像中央上のものだけなので、左下資料入力済み分は残したまま、この先新しく翻刻を始めます】

《割書：大地震｜大津浪》　世直し万歳（まんざい）

時は嘉永寅の冬みるもさはぎ満し升そうどう
ありけるあらましの飛出（とびだ）しさはぐわれらよりたれもおど
ろき皆目をさましあはてけるは誠に手ひどふさアはぎ
けるけふのゆさ〳〵は安座でどふも御家にゐられぬ皆も
大事おれもモウ出るかゝも逃よ夜通しゆさ〳〵とうしや
住の者共が【、？】霜月四日辰の下刻にゆり出し長い事まじ
ない神をいのられ給ふあふないなんぞと気もませ給ふは
まことにねぶたふそふらひける【、？】つなみ〳〵とつとこんだる
つなみ打たる浪の大ゆりうろたへこはい門の大ゆりあはて騒（さはい）で
□□□わいはまがは〳〵〳〵 〳〵〳〵こわいなとゆつたる度に気をもめそこを
□□□物屋をみたればらんちくさはぎ皿やかんちろりん疵（きず）ひゞ
□□□やびん近々 結構（けつこう）かざり立てあぶないしが忽（たちまち）にくづけ
□□□ 破（ぶれ）たる雑（ざう）ばち迄ゆりこうなる様（さま）野にも集（あつま）る皆よれ
これよれ諸方（しよほう）の御蔵もどつさり〳〵〳〵瓦（かはら）も傾（かたむ）く世上に□□ （とり？）た
門（かど）には集（あつ）まるどつちもこつちもいかれんのこわいことは後（のち）の世直（よなを）し


",https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d8bd85a0-d757-47e5-8f54-579cffb9ec1b/canvas/p1
a024faf7-609c-4d22-9756-0413736ccee9,https://honkoku.org/app/#/transcription/63B12AC21F47FD09AC68E3828A0657B1/1/,嘉永七甲寅年中珍事咄,1,initiated,"【タイトル】
　嘉永七甲寅年中珍事咄

【上から一段目　右から左へ、以下同様】
【コマタイトル】八代目のりこみ
【図中吹出し】大はずみ　大当たり〳〵〳〵

【コマタイトル】大坂なんち□出
【図中吹出し】けしやう料　沢山　あげ代　とまり
　
【コマタイトル】坂町之らいちやう木□
【図中吹出し】じあんじ　境内

【コマタイトル】上酒うりのばゞ
【図中吹出し】人々　もつぱらの　うわさ

【コマタイトル】一朱銀の通用始り
【図中吹出し】

【コマタイトル】北しんちおどり
【図中吹出し】あげ代　入用

【コマタイトル】諸社へ御千度
【図中吹出し】大はづみ　御きとう料

【二段目】

【コマタイトル】信貴山寅ノ守出る
【図中吹出し】六十一　年目に　此守り　出る

【コマタイトル】水死のため大せがき
【図中吹出し】上町　出火　さいせん　心持

【コマタイトル】大風豆ふり井筒やの噂
【図中吹出し】めづらしき事也　なき事をいゝ出し　人々のせつ有

【コマタイトル】江戸三芝居大火
【図中吹出し】十一月五日　亥ノ刻

【コマタイトル】大津波にて破船落はし
【図中吹出し】十一月五日　くれ半時　大坂大黒ばし

【コマタイトル】六月奈良郡山大地震
【図中吹出し】六月十四日

【三段目】

【コマタイトル】湊関取　八代目死去
【図中吹出し】湊十月廿三日　八代目　八月六日往生

【コマタイトル】諸社へさんけい御千度
【図中吹出し】大にぎわひ〳〵〳〵　さいせん

【コマタイトル】目出度新玉の春
【図中吹出し】　上り　目出度〳〵〳〵　大豊年　入船　沢山

【コマタイトル】大地震にて野宿の図
【図中吹出し】十一月四日　酒袋あきない

【コマタイトル】大坂ほり江孝行娘
【図中吹出し】まれなる娘　ほうび沢山

【四段目】

【コマタイトル】西御堂地築
【図中吹出し】大はつみ　さいせん　沢山

【コマタイトル】諸国大豊年
【図中吹出し】めでたし〳〵〳〵　大悦

【コマタイトル】大坂長町三ツ子生
【図中吹出し】三人とも　男の　子　なり

【コマタイトル】浪花天保山異国船
【図中吹出し】九月十八日

【コマタイトル】身延山大坂へ御通行
【図中吹出し】さいせん

【コマタイトル】新町天神道中
【図中吹出し】あげ代　入用

【五段目】

【コマタイトル】江戸浦賀異国船
【図中吹出し】ふりはじめ

【コマタイトル】早舟寅吉　尾上多見蔵　一座
【図中吹出し】大当り

【コマタイトル】ぽんぽこの歌大はやり
【図中吹出し】ゑい死火　紙てつほう　くわしん代

【コマタイトル】遊行寺参詣
【図中吹出し】さいせん　たくさん

【コマタイトル】八丁め　寺町　地ごく戻り
【図中吹出し】やれこわい〳〵　しやばへもどる

【コマタイトル】桜宮正遷宮
【図中吹出し】三月十五日より　休

【コマタイトル】京都大火
【図中吹出し】

",https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a024faf7-609c-4d22-9756-0413736ccee9/canvas/p1
bf683b4c-4826-4a2e-b52c-fe639bad0740,https://honkoku.org/app/#/transcription/080999EE3468E67D16CB09FF26419874/1/,諸国大地震,1,completed,"【黒枠外】
嘉永七甲寅十一月新板
【黒枠内】
諸国大地震
　
　地震之弁
抑【そもそも】地しんと云 寒暑温冷（かんしよおんれい）の平順（へいしゆん）なるときは安全にして
異変（いへん）震雷等有ことなしいん気｜陽（やう）に押いれ発（はつ）出
する事なりがたしさにより大小のぢしん有はその気の
強ぢやくによるところなり惣してふじゆんのせつは天雷
ぢしんのきう変あつて其気の甚しきところは
つなみとうあつて村里をかい中へ引入大舟を山岳へ打上
古代の江川流地とうを埋みあらたに泉わき出地｜裂（さけ）て
火気出て民家をやく等有ば諸人心得あつてりんじ
のあくさゐをのかるべしすでに今度嘉永七寅年十一月四日
五ツ時大ぢしん大つなみの入し国々を委細しるすに
東海道をはじめ先さかみの国は小田原大久保加賀守様
御城内少々そんじ宿中は土蔵三十余くづれ町
家大はんそんじけが人ておい多し箱根は少々
そんしけがにんすくなし山中は人家大はん
つふれ三ツ谷崩れ御関所そんじ山々しんどう
なし大石大木うち折湯もと近へん
はしめ人家大ひにつふれそんじける
三島宿は人家をたをし其上新町
はしきはより出火いたし明じん前
伝馬町久保町方へ三丁よやける
ぢしん【地震】はます〳〵つよくなり死人
けが人七十よ人きう馬迄
やけしす又うつまり死するも有
あはれといふもおろか也伊豆の国は
大しまかんず三倉三宅其外しま
〳〵大ひにゆれいろをうさき戸田河津
いなし赤さはいとう北条にら山仁
田しゆぜんじあたみへん一同につぶれ
死亡のもの多くけがにん少なからす下田は
千弐百けんよの人家つなみにて押ながし
あと十五軒程のこる人々大てい山上へ
にげあがりたすかるもの少なからすと云
あしろ大せん四十そうよ小舟かずしれ
ず大つなみにて引れ大はんゆくへしれず
又は山上へうちあけ破そんの舟おゝく候
しらすかも大あれにてゆりつふす
人家五百よつなみにしかれ死亡けがにん
すくなからすふしのこしは二三百石づみの船二
そう廿二三丁ほどくかちへうちあけるするがの国
沼津水羽出羽守様御城下大そんじにて
家はつぶれ出火となり又も浜手は大つなみに
人家のそんほうおびたゞしく凡このとろにて
二百人よておいけが人ありあるひは牛馬迄死
かん原宿由井おきつは人家そんし出火
なし七分とふり焼失なす江しり宿は清水
のみなと町家不残つふれ大火となりてをい
けが人は少なからす老若男女八方へさんらんいたし
そのこへ天地にしひきまことめもあてられことなり
同日おなしこくけんふし川のがげくつれ二丁よ埋まる
川水わうくわんに流れるさつたとうげくずれ
美保の松原甚つよく吉田辺も同断なり
府中の御城下大はんそんじやけるなり弥勒
へんあへ川まん水にてこまる小嶋一万石
松平丹後守様御じんや下まりこ宿うつのや峠
みね大あれにてくつれおかへ宿藤枝宿甚つよく
田中本多豊前守様御城下大そんし人家は
大はんつぶれ焼失に及ぶせと川まん水にて留
三けんやしまだ宿つふれ大井川古今の大
水ためし少し金谷大はんつぶれ日坂同断
さよの中山大地ごく小ぢごくこと〴〵く崩れ
しんとうなすかけ川太田摂津守様御城
下大はんそんじ宿中大ひにつふれしゆつ火
となり六分とふりやける袋井宿見付宿は
同断池田いづれも大そんし大てん龍小てん龍
此川一ツになるにもたらず五百軒程つゝみ切
人家あまたそんする也横須賀西尾おきの守様
御城下大そんじ人家つぶれうつまるなる袋井見
付宿ゆりくすし出火となり三分どふりやける
浜松井上河内守様御城内人家そんじる舞さか
あら井大はんつなみにながすなを又七里のうみは大あれ
にて人家大はんなかすしらすか二川三分とふりそんし
吉田松平いづの守様御城内少々そんし町や大はん
つふれや多し御油あかさかふぢ川大あれ宿々はそん
しなりおかざき御城下人家少々そんしる也
同こく田原三宅対馬守様御城内町家そん
しるなりちりうなるみ宮の宿長しまへんそんじ
桑名松平越中守様御城少々人家もそんし
少々四日市つふれ家四十三げんはまて大つなみ
神戸本多いよの守様御城下白子上の
三分とふり大そんなり津藤堂いつみの守様
御城下大ゆれなれどもそんじ少し
くもつ月本六けん松坂くしだ小はだ山田
丁は家蔵大ひにそんじ宇治ばし二見かうら
大はんそんじ忝も内宮外宮御別条近へんの
人々少もけなく恐れ尊べし石やくし庄の宿
亀山石川日向守様御城下そんし町家は
大ひにくつれ伊賀の国はそんじすくな
し尾張みやの宿大はんそんしる也
浜手は二十三間つふれ土蔵は
くづれ御役しよそんし
かめざき半田大つなみ
名古屋清須少々そんじ
摂津国大坂安倍川ぐち
すじあち川ばし大仏
じま九条嶋このへん人家
大はんそんしる御舟奉行
御蔵御番所舟つばし大そん
山田町兵庫丁みなとばし六
左エ丁みなとばし常安へん大つなみにて
ながす仁兵へ丁床村新田良丁【庄村新四郎丁】次郎
べいてうふくしま天神正せんじ本町狐辻
あわち丁大ちわれすな水ふきあけ町家は
二十けんほどながすせとのまちかく川道
ふき丁江戸ぼりしんさいばし三まひばし
二十けんよつぶれあぢ川大つなみにて大舟
小ふねおひたゞしく押上はし〴〵三十八なかす
又は大黒ばし迄大舟四五そうゆりあげ
てんまふね小舟とうは大ふねにあたりて
大はんみちんと成死人けが人かず多し
天保山大そんしるいけたいたみよしの
之へん兵庫大そんなりあまがさき
松平とを〳〵みの守様御城下そんしる
三田九鬼長門守様御城下へんそんじ
あさ田青木かいの守様御しんや大そん也
山城国淀の御城下伏見京都大和河内は
大ぢしん也紀伊国はくまのうら大つ浪
家々大ばんそんじるわか山紀伊様御
城下そんじる田辺安籐飛騨守様新くう
水野土佐守様御城下大ひにそんじる
人家大半つふれ惣て九十九浦黒江日方
藤代大つなみにてゆか下三尺斗り汐上
同広うらとふり流失いたし候河東箕
じまゆらのみなとながれる大しま有田の
加太目馬辺大そんし泉しうきしのわだ
大そんじさかいの丁大坂同やうにそんじ
越前ふく井御城下大そんしるなり
同つるが辺丹波亀山同そのべ四こくぢ
一ゑんあしう徳しま御城下大
にそんじ其上五百らかんへんは
大はんそんじ土佐のくには大そん
しるあはじ嶋大つなみ丸がめ
京極土佐守様御城下そんしる也
いよのくに少々播しうは赤かう
森ゑつ中の守様御城下そんじる
びぜんたの口下むらへんひつちうくら
敷玉しまへんひんご尾の道鞆ふく
山　阿部いせの守様御城下へんは
少々そんじ鶴さきそんじ少肥後の
くま本御領分大ちしんつなみにそんじるなり
日向のなた大ひに海あれる肥前之国少々そんし唐人（ナカサキ）やしき同
この外同時しんしうわた峠辺下のすは福しま
御関所へん上ヶまつすはらの尻へんいたつてつよく
そんし飯田の御城下大そん也松本御城下大はん松代御城下
つふれ家多しなか〳〵筆紙につくしがたくこゝに略す",https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/bf683b4c-4826-4a2e-b52c-fe639bad0740/canvas/p1
225a6404-b87a-42c8-9a8f-ec9c89c6aac5,https://honkoku.org/app/#/transcription/AB9F06CF2DCE79D713AA4FB0D40E21C6/1/,日本地誌略図 鳴門の風波,1,completed,"《割書：日｜本》地誌略図
　　鳴門の風波

阿波国（あはのくに）
東南は海に臨（のぞ）み西北は土佐
伊予讃岐に界（かい）す
徳島 都会（とくわい）の地（ち）にして眉（び）
山は其南に聳（そび）ゆ海岸（かいがん）は
一 湾（わん）をなし紀伊淡路と対（たい）し
両島（りやうとう）北に羅列（られつ）す淡路と
の海峡（かいきやう）其 幅（はば）最狭（いとせま）く潮（てう）勢
急（きふ）なり是を鳴門（なると）といふ

　　　　　　廣重画
【画像中央の下資料のみ翻刻】


【左側三枚目の画像】
徳島県　府県名所図会　阿波鳴門　御届ケ
　　　　　　広重画
支庁位地
　　　徳島
画工南こんや町廿七番地安藤徳兵衛【右下欄外】",https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/225a6404-b87a-42c8-9a8f-ec9c89c6aac5/canvas/p1
92d56ed0-ecd4-498a-9477-e7fa5a18fb79,https://honkoku.org/app/#/transcription/2B7E6F7D8805D2205741F7604A01EDD3/1/,信越大地震,1,completed,"信越大地震

水内郡　高井郡　埴科郡　更級郡　筑摩郡　佐久郡　安曇郡　小県郡　伊奈郡　諏訪郡
一ノ宮　諏訪大明神

松代十万石真田信濃守　松本六万石松平丹波守　上田五万三千石松平伊賀守　高遠三万三千石内藤駿河守　高島三万石諏訪因幡守　飯山二万石本多豊後守　飯田一万七千石堀兵庫頭　小諸一万五千石牧野遠江守　岩村田一万五千石内藤豊後守　須坂一万五十二石堀長門守
　　　　
抑信陽は
郡数十郡高五十
四万七千三百石に及ひ
日本高土第一の国にて尤
山川多く四方に水流なし
上々国にて人はしつそにして名産多
五こく豊ぎようの国也然るにいかなるじ
せつにや有けん弘化四年丁未三月廿四日の
夜より古今未曾有の大地しんにて山川へんじ
寺社人家をつぶし人馬の亡失多く火災
水なんに苦しむ事村里の凶へんつぶさに記し
且は　御上の御仁恵良民救助の御国恩
を後代にしらしめんが為こゝにしるす　もつとも
三月陽気過度なること数日廿四日夜四つ
時より山なりしんどうなし善光寺の辺別
してつよく夫ぢしんと□より早く大山は
くづれおち水はあぶれ地中めいどうなす
より五寸壱尺又は五尺壱丈と大ちさけ
黒赤のどろ吹出し火炎のごとき物もへ
上り御殿宝蔵寺中十八ケ町の人〳〵は
おし潰され大ちにめり込男女らう少泣声
天にひゞき殊にやちうといひにげ迷ひ大石にう
たれ谷川にはまりらうばい大方成らず　其内
八方に火ゑん起りせうしつせり此辺の村々には北
は大峰戸がくし山上松北松しん光寺西条吉村田子
平手室飯小平落かけ小島大島あら町柏原のじり
赤川せき川の御関所東はこんどう間の御所中の
御所あらき青木島大つか間島こしまた水沢西寺尾
田中南の方は北ばら藤枝雨の
宮矢代向八まん志川山田小松
はらこくウ蔵山茶臼山丹波島
西はあら房かみや入山田中橋
木辺都て乍恐御代官様
御支配の分潰家五千三百
九十軒半潰れ二千二百
軒余但し木品は打
くたけ用には相立す
潰家同様にて死人は凡二千七百人けが人
九百人程馬百七十三疋牛二疋大ち
にめり込家数廿軒ほと宮寺四十
六軒郷蔵廿二ケ所是は六万石ば
かりの内也中にもあはれ成は此度善
光寺かいちやうにて諸国参詣の男女
同所止宿の者不知案内にてとほうに
くれ二百人余もおしうたれて即死
なす一生けんめい御仏に願はんと所の者
旅人本堂にかけ入一心にねんじたる者
七百八十余人かゝる大災別而此辺つ
よく災難の中に本堂山門けう蔵のみ
破損なくさすが末世の今に至る迄三国
でんらいゑんぶたこんの尊ぞう恩利
益の福恐れ尊むべし本堂は広間
十八間奥行三十六間東西南北
四方表門にて寺号は則四ツ有
東は定額山善光寺西は不捨山
浄土寺南は南めい山無量壽寺
北は北空山雲上寺天台宗ニ而
寺領千石庵寺にて由来は人
のしる所也□□「水内郡を聞
に小ふせ神代あさの大くち
かに沢今井赤沢三ツ又
さかい村茂右衛門村駒たて
戸隠小泉とかり大坪曽
根北条小さかゐわらひふか
さは第一飯山御城下至て
きびしきちしんにて逃ん
としてはころび足たゝず
あをのけにはうより仕方
もなく老子供は泣叫び
地はさけ土砂を吹出し山々
はくつれ男女の死亡丁方
にて四百三十人其外在方
多く此内丹波川かは付村
一同に押ながし行方をしらず
更級郡は内小
じ島はし本大原
和田古いちばかる
い沢よしはら竹房
今泉三水あんぞこ
小松原くぼ寺中の
うしろ丁皆家々をた
をす中にも稲荷山ニ而
廿八軒つぶれたる家は廿
八日には大水におしながし
ゆくゑ不知こゝに岩倉山
といふ高山高サ十八九
丈にて安庭村山平林
むら両村の間に有
此山めいどうなし
あたりも大雷の
ごとく半面両端崩れ壱ケ所は三十丁壱ケ所は八十丁丹波川の上手へおし入近村一同にうづまりこう水
あぶれ七八丈も高く数ケ村湖水のごとく人馬の死ぼう数しれず同少し北の方に六丈ばかりの岩山
有しが是又ぬけおち五丁程川中へ押出し土屋藤倉の両村水中へおし入￢あつみ郡の分新町と申
所三百八十軒の里こと〴〵く潰れ其侭出火にて焼失なし夫ゟ大水二丈ばかりみなぎり目も
当られぬ斗りにて宮ぶち犬かい小梅中曽根ふみ入寺竹くまくら成金町ほそかへしうら町とゞろき村
堀金村小田井中ぼり上下鳥羽住吉長尾柏原七日市間々べ狐島池田町堀の内曽根原宮本
草尾船場むら等大破に及ぶ￢小さがた郡は秋和生づか上田御ぜうかにしは新丁上小じま下
こじま此辺山なりしんとうなし地中めいどうす今にも大ちがさけるかと此辺のもの共生たる
心ちなくされど大ちのさける程のことはなしといへど家々はつぶれけが人多く　前田手つか山田別所
米沢くつかけならもと一乃沢凡百四十ケ村ほど￢ちくま郡は八まんむら辺至てつよく度〳〵ゆり返し
にんばそんじ多くほうふく寺七あらし赤ぬた洞村おかだ丁松岡ありかし水くみ松本御ぜう下辺
百二三ケ村ふるひつよく庄内田貫ちくま新町あら井永田下新かみ新三みぞ飛騨ゑつちうさかいに至る￢佐久郡は小諸御ぜう下西ノ方は瀧原市町本町与良村
四ツ谷間瀬追分かり宿右宿くつかけかるいざは赤沢峠町矢さき山浅間山より上しう口度〳〵つよくゆり川附の方至てひどく夫より￢諏訪郡は高島御せうか
大水高木は少〳〵にて八重ばら大日向細谷平はやし布引此辺は少〳〵強くゆる　￢はにしな郡は松代御ぜうか近へん廿四日よりゆりはじめ廿九日朝晦日夕
かたまで三度つよくふるひ大いしをおし出し山〳〵くずれやしろへんことにきひしく人家多くつぶれ川附下手のかた山〳〵岩はなくずれ人家をそんじ平
はやしかけむら赤しバ関屋西条せきや川上下とくら中条よこ尾いま井祢川之宿上下しほじりむら等同やう￢高井郡のぶん丹波川の東にて
すさか御ぜうか中じま御じん屋川へりの村〳〵ふくしまたかなし中じま別府いゝ田羽場くり林大俣辺ゟ田上岩井安田坂井等つよくふるい家をたおす
事少なからずそれよりゑちご路に至りて廿四日よりゆりはじめ段〳〵つよく廿□日の牛【ママ】の上こくは大へんのおゝちしんにて松ざきあら井辺より
くびき郡高田の御ぜうかよりいま丁中屋しき春日辺人家をくずしにんばのけがとくに多く其内しんしうよりの方きびしく山〳〵は一どうに
くずれ水はあぶれ大ばんじやくをころがし中にもながさはむらと申す小村はなさけなくも大山の為につぶれ七十人ほとちゝうにうずまりわずか
手足のみ相みへたりあはれと申すも中〳〵おろかなれ其上廿九日は今町辺大なみに引入られ家〳〵流しつすくなからず　此度信越二ケ国の
大ちしんは実にもきたいの珍事にていにしえよりぢしんも数度有之といえどもたいちさけ泥砂をふき出しかくの山〳〵にんばの死亡に及
ひ前代未聞の凶へんなりぜんこうじ辺は廿四日より廿五日迄きびしく松代ゑちご路は廿九日三十日に至て東西廿里南北三十里山川をくずしよう〳〵
ちしんはしずまれども山〳〵崩れこうすいあぶれわうぐはんにん馬の通路をふさぎ且ぢめんわれさけたる所十間位ひ筋つきくろ赤のどろみづ
ふき出し山〳〵くずれ大石ころばり落田畑こと〳〵く変地いたし用水所は欠崩れ谷川等ふるひうづまり一面にどろみずふき出し貯への
俵物はのこらずくずれどろ水を冠り地中にうづまり別して川中島は大水人力にて防く事難く一方ニ而水を落し候得は一方は水なんにていか
やうにも相成も不知西の方にて防水致せば東の方ののこる村々おしながし双方共に大変にていかさま騒動にも及ばんくらいの仕合にて然る所御見分
の上御下知無之内は双方共手出し致し候事御差留にて早速掘割人足共さしむけられ候へとも弥こう水溢れみなぎり此辺の者は親にはなれ
子にわかれ夫婦の所在もしれず庄屋村役人其外本心を取失ひ候ごとく跡片付の心得もなく潰家の前に家内一同雨露の手当もなくとほうにくれ只々頻りに
落涙に及ひ相悪みくらして米こくは土をかぶりどろ水に入食物の手たてもなく　小者なんぎの者はたゞ打ふしてなき入ては死かいにすかりけが人はおびたゝしく苦つうにたへかね罷あり何レのむら〳〵
同様にてたがひにたすけ合ちからもなく　さしあたり食事にさしつかへ呑水もかねて用水を持い候間皆とろ水にてきかつに及びあわれといふもおろかにて水内高井両郡田畑
七八分はつぶれ家をつぶし道具を失い候ぶん八分斗りにて此上いかようのまん水にも相成候やもはかりがたく川ぎしの村々山林に退去いたし候やはり山々も日々鳴といたし水勢
【右下】
らいのことくにていち時に切候へは又々水災わかりかたく諸方御手配りこれありしに
四月十三日夕七ツ時にはかに山谷鳴働なし水押ぬき左右の土手を切り
堤の上をのりこし川中島は申不及さい川へ逆水押入中々防くことかな
わず松代御代下辺迄水みちて川そへ村々を押ながし高サ二丈斗作物はもち
ろん溺死人けが人多く村々古今希なる事にて凡三百余ケ村おながし廿四日
ゟ大災にて又々かく水なんはたとへんかたもなくいかに天へんとは申なからかくの
災害良民とりつゝき成兼候ほとの仕合　然は御代官様御地頭様は慈母之
子をあはれむがごとく御すくい小屋を立　米銭はもちろん御手あてあつく
御れんみんにて御すくひあそはされ候段　泰平の御めくみありかたきといふも恐有
然は諸人御こくおんわすれんかため一紙につゝるのみ
",https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/92d56ed0-ecd4-498a-9477-e7fa5a18fb79/canvas/p1
79236a7c-6afe-4373-b3ae-ed46005bf7fe,https://honkoku.org/app/#/transcription/C0149AC55B621C9C3DBB70133E2FCE61/1/,泪如来の損像 山の宿聖天町ニて有頂天五十日の間開帳,1,initiated,"泪如来（なみだによらい）の損像（そんぞう）
山の宿聖天町ニて
有頂天（うてうてん）五十日の間開帳

そも／＼かりにあんじしたてまつるはしなのゝくにぜんくわうじの
ほんぞんほつこくでんらいしまおうごんの
なみだによらいのそんぞうなりその
むかしてれんてんだうて八百だいの
みかどけいせいてんわうのおんとき
なまづだいじんの□つしややけのやんはちと
いへるものこのそんぞうにあつ□□□
ちうやあゆみをはこべ
ともごりやくなきを
いきとふりた□を
ふませておはくろ
とぶんなげこみしを
わかひものとんだどしみつ
やう／＼ひきあけまいらせてせなかに
おぶひたてまつりのろまの□はなげ
む□なるおきやくさんかねぼれじへつれ
まいらせしばしかりねのおんちぎりあさ
からずこれによつてこのたび山のしゆく
せうでんてう【山の宿聖天町】をおんかりやとしてかいてう【開帳】し
たてまつりぼんぶけちゑんのために
おとびらをひらきぼんのうほたいを
あ【？】にき／＼とおやかしたてまつるもの
なりひとたびはいするともがらはたいへいの
ぢしんをやらせうつきをさんじみらいは
かならずひとつはちすのうてなでくらしうてうてん【有頂天】へ
のぼりてまんざいらく抔のたのしみにじゆめうの
はなげをのばすことうたがひなしごしん／＼゛の
おんかたは一ぶもつてとこへまはられませう

新ぞう
　ぼさつ

北国伝来
　なみだ
　　如来

かむろ
　童女",https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/79236a7c-6afe-4373-b3ae-ed46005bf7fe/canvas/p1
79236a7c-6afe-4373-b3ae-ed46005bf7fe,https://honkoku.org/app/#/transcription/C0149AC55B621C9C3DBB70133E2FCE61/1/,泪如来の損像 山の宿聖天町ニて有頂天五十日の間開帳,2,default,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/79236a7c-6afe-4373-b3ae-ed46005bf7fe/canvas/p2
95d9e8c2-5501-4cc7-8134-bca50fd52ec2,https://honkoku.org/app/#/transcription/D2B6A197CEE8DA18DA121B43686BEFB5/1/,摂津大津波次第,1,initiated,"嘉永七甲寅年十一月五日
摂津大津波次第

▲五日七ッ時より沖雷のごとく
　うなりつなみと相成高さ
　一丈余りの大浪打きたり
　寺島近辺勘助しまなんば
　嶋天保山大つなみにて皆々
　家根へ又はふねをかり
　家内をのせ候ふねは皆々
　□をうしなひ舟のり
　船頭其ほか女子とも死人
　其数しれずつなみにて
　道とんぼり下日吉はし
　より□金ばし幸ばし
　住吉ばしまて四つの橋
　押やとし大こくばしまで
　千石已上以下の北米船凡
　百ぱいばかり入こみ□先
　茶ふね天満なとはみな
　下敷に相なり堀江川下
　水分ばし黒金はし長ほり
　下高ばし安治川ばし
　みな〳〵橋押おとし又所々に
　死人あちらに三人こちらに五人
　女子供死害其数しれず
　つなみ五日夜五ッ時に是おさ
　まり安治川へん橋のこらす落る
　其こんざつ筆紙につくしかたし
　おそるべし〳〵〳〵〳〵
　　末地震おさまり
　　　　　　　しさず事
　　　　古今希代の珍事なり

【挿絵内】
　　大地震の略図
　　十一月四日朝
　　五ツ時ゟ又
　　五日七ツ時大
　　地震にて所々家々
　先に地震にてそんじ有所
押たをれ候事数しれず
▲天満天神社内ゟ西寺町
　福しま天神五百らかん
　願教寺門くづれ
　あはざ戸や町辺ざまの
　鳥居落御堂の損じ
　順慶町丼池塩町
　さのやばしへん死人二人　
　高津寺町安治川
　　亀井はし
　　　　堺市中
　　　　奈良
　　　　南河内
　　　　尼□□
　　　　　　わたし
　　　　　其余こゝに略

【挿絵地図内】
　　　　北安治川　　安治川はし
　南安し川
　　寺じま　戎じま　亀井ばし　天神おたび　番所　江の子嶋　
木津川　【この後大まかに川沿いに図の右から左へ】
□たれ□　道とんぼり川　幸町　幸栄ばし　□□□□
日吉ばし　からかねはし　南ほりへ　幸ばし　住吉はし　金やはし　西横堀　大黒はし　
水わけはし　黒金はし　北ほりへ　かめはし　ほりへ川
長ほり
高ばし　玉造はし
立売堀
高ばし
　　",https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/95d9e8c2-5501-4cc7-8134-bca50fd52ec2/canvas/p1
ce262546-032d-43c4-91c9-9644ffcb854f,https://honkoku.org/app/#/transcription/F3B01B45AD5701065066FA3DC9785510/1/,[京鹿子娘道成寺],1,completed,"（画面の帯の右）
　　　　　　　　　一勇斎國芳　　芝噌銀",https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ce262546-032d-43c4-91c9-9644ffcb854f/canvas/p1
ce262546-032d-43c4-91c9-9644ffcb854f,https://honkoku.org/app/#/transcription/F3B01B45AD5701065066FA3DC9785510/1/,[京鹿子娘道成寺],2,initiated,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ce262546-032d-43c4-91c9-9644ffcb854f/canvas/p2
